codigo_empresa;tipo_colaborador;cadastro_colaborador;data_alteracao;codigo_nova_empresa;codigo_novo_cadastro;codigo_nova_filial;tipo_admissao;numero_ficha_registro;tipo_admissao_colaborador
8;1;386827;25/05/2017;8;386827;013;2;4295;1
8;1;386828;25/05/2017;8;386828;013;2;4296;1
8;1;386829;24/05/2017;8;386829;7005;2;870;1
8;1;386829;25/06/2020;8;386829;7005;2;870;1
8;1;386830;24/05/2017;8;386830;320;2;66;1
8;1;386831;25/05/2017;8;386831;064;2;24;1
8;1;386832;25/05/2017;8;386832;444;1;27;1
8;1;386833;25/05/2017;8;386833;080;1;39;1
8;1;386834;25/05/2017;8;386834;403;2;41;1
8;1;386835;01/06/2017;8;386835;013;2;5285;1
8;1;386835;01/06/2024;8;386835;013;2;5285;1
8;1;386835;01/08/2025;8;386835;013;2;5285;1
8;1;386835;19/06/2024;8;386835;013;2;5285;1
8;1;386835;25/04/2025;8;386835;013;2;5285;1
8;1;386836;01/06/2017;8;386836;391;2;35;1
8;1;386836;13/09/2017;8;386836;391;2;35;1
8;1;386837;01/06/2017;8;386837;025;2;1125;1
8;1;386838;01/06/2017;8;386838;325;2;49;1
8;1;386839;01/06/2017;8;386839;7041;2;414;1
8;1;386839;16/07/2020;8;386839;7041;2;414;1
8;1;386840;01/06/2017;8;386840;7577;2;17;1
8;1;386840;16/05/2020;8;386840;7577;2;17;1
8;1;386840;23/04/2019;8;386840;7577;2;17;1
8;1;386841;01/06/2017;8;386841;484;2;19;1
8;1;386842;01/06/2017;8;386842;354;2;44;1
8;1;386843;01/06/2017;8;386843;155;2;106;1
8;1;386844;01/06/2017;8;386844;173;1;128;1
8;1;386845;01/06/2017;8;386845;289;2;51;1
8;1;386846;01/06/2017;8;386846;183;2;276;1
8;1;386847;02/06/2017;8;386847;219;2;97;1
8;1;386848;05/06/2017;8;386848;007;1;784;1
8;1;386849;05/06/2017;8;386849;186;1;123;1
8;1;386850;05/06/2017;8;386850;055;1;216;1
8;1;386851;01/06/2017;8;386851;543;2;1;1
8;1;386852;06/06/2017;8;386852;334;2;46;1
8;1;386853;06/06/2017;8;386853;7092;2;168;1
8;1;386853;20/06/2020;8;386853;7092;2;168;1
8;1;386854;07/06/2017;8;386854;412;2;16;1
8;1;386855;08/06/2017;8;386855;485;2;17;1
8;1;386856;08/06/2017;8;386856;015;2;609;1
8;1;386857;08/06/2017;8;386857;205;2;55;1
8;1;386858;13/06/2017;8;386858;405;2;33;1
8;1;386859;09/06/2017;8;386859;544;2;1;1
8;1;386860;08/06/2017;8;386860;034;2;615;1
8;1;386861;09/06/2017;8;386861;544;2;2;1
8;1;386862;09/06/2017;8;386862;199;2;83;1
8;1;386863;09/06/2017;8;386863;401;2;24;1
8;1;386864;09/06/2017;8;386864;7541;2;17;1
8;1;386864;22/06/2020;8;386864;7541;2;17;1
8;1;386865;09/06/2017;8;386865;242;1;100;1
8;1;386866;01/06/2025;8;386866;284;2;97;1
8;1;386866;10/06/2017;8;386866;284;2;97;1
8;1;386867;12/06/2017;8;386867;326;2;18;1
8;1;386868;12/06/2017;8;386868;016;1;44;1
8;1;386869;12/06/2017;8;386869;016;2;45;1
4;1;386870;07/08/2017;4;386870;001;1;396;1
8;1;386871;13/06/2017;8;386871;427;2;21;1
8;1;386872;12/06/2017;8;386872;289;2;52;1
8;1;386873;12/06/2017;8;386873;333;2;31;1
8;1;386874;16/06/2017;8;386874;199;1;84;1
8;1;386875;16/06/2017;8;386875;476;2;14;1
8;1;386876;12/08/2019;8;386876;341;2;66;1
8;1;386876;18/04/2022;8;386876;341;2;66;1
8;1;386876;19/06/2017;8;386876;341;2;66;1
8;1;386877;17/06/2017;8;386877;457;2;20;1
8;1;386878;28/06/2017;8;386878;015;1;610;1
4;1;386879;07/08/2017;4;386879;001;1;397;1
8;1;386880;21/06/2017;8;386880;306;1;55;1
8;1;386881;22/06/2017;8;386881;013;2;4298;1
8;1;386882;02/12/2019;8;386882;190;2;66;1
8;1;386882;22/06/2017;8;386882;190;2;66;1
8;1;386883;22/06/2017;8;386883;484;2;20;1
8;1;386884;22/06/2017;8;386884;117;2;111;1
8;1;386885;22/06/2017;8;386885;539;2;9;1
8;1;386886;22/06/2017;8;386886;080;1;41;1
8;1;386888;22/06/2017;8;386888;064;2;25;1
8;1;386889;22/06/2017;8;386889;376;1;38;1
8;1;386890;23/06/2017;8;386890;545;2;1;1
8;1;386891;24/06/2017;8;386891;391;2;33;1
8;1;386892;24/06/2017;8;386892;154;2;120;1
8;1;386893;21/06/2017;8;386893;331;1;25;1
8;1;386894;24/06/2017;8;386894;261;1;59;1
8;1;386895;26/06/2017;8;386895;004;1;609;1
8;1;386896;26/06/2017;8;386896;044;1;1309;1
8;1;386897;24/06/2017;8;386897;465;2;19;1
8;1;386898;26/06/2017;8;386898;521;2;8;1
8;1;386899;03/07/2017;8;386899;402;2;19;1
8;1;386900;01/07/2017;8;386900;479;2;20;1
8;1;386901;01/07/2017;8;386901;264;2;62;1
8;1;386902;03/07/2017;8;386902;239;2;121;1
8;1;386903;03/07/2017;8;386903;239;2;122;1
8;1;386904;01/07/2017;8;386904;227;1;112;1
8;1;386905;01/07/2017;8;386905;080;2;42;1
8;1;386906;03/07/2017;8;386906;402;2;20;1
8;1;386907;03/07/2017;8;386907;126;2;95;1
8;1;386908;10/07/2017;8;386908;309;1;74;1
8;1;386909;03/07/2017;8;386909;7582;2;14;1
8;1;386909;23/07/2020;8;386909;7582;2;14;1
8;1;386910;03/07/2017;8;386910;402;2;23;1
8;1;386911;03/07/2017;8;386911;239;1;123;1
8;1;386912;03/07/2017;8;386912;154;2;121;1
8;1;386913;03/07/2017;8;386913;7268;2;167;1
8;1;386913;19/06/2020;8;386913;7268;2;167;1
8;1;386914;06/07/2017;8;386914;013;1;4300;1
8;1;386915;03/07/2017;8;386915;402;2;24;1
8;1;386916;06/07/2017;8;386916;013;2;4301;1
8;1;386917;03/07/2017;8;386917;402;2;25;1
8;1;386918;03/07/2017;8;386918;402;2;26;1
8;1;386919;03/07/2017;8;386919;034;1;616;1
8;1;386920;13/07/2017;8;386920;542;2;8;1
8;1;386921;03/07/2017;8;386921;120;2;127;1
8;1;386922;04/07/2017;8;386922;7007;2;820;1
8;1;386922;09/12/2020;8;386922;7007;2;820;1
8;1;386923;07/07/2017;8;386923;7008;2;308;1
8;1;386923;23/05/2020;8;386923;7008;2;308;1
8;1;386924;04/07/2017;8;386924;365;2;19;1
8;1;386925;05/07/2017;8;386925;7112;2;118;1
8;1;386925;05/09/2020;8;386925;7112;2;118;1
8;1;386926;05/07/2017;8;386926;043;2;35;1
8;1;386927;06/07/2017;8;386927;418;2;24;1
8;1;386928;06/07/2017;8;386928;268;2;149;1
8;1;386929;07/07/2017;8;386929;482;2;18;1
8;1;386930;07/07/2017;8;386930;198;2;100;1
276;1;386931;10/07/2017;276;386931;002;2;111;1
8;1;386932;07/07/2017;8;386932;482;2;19;1
8;1;386933;08/07/2017;8;386933;167;2;108;1
8;1;386934;08/07/2017;8;386934;363;1;32;1
8;1;386935;24/07/2017;8;386935;025;1;1126;1
8;1;386936;24/07/2017;8;386936;025;1;1127;1
8;1;386937;08/07/2017;8;386937;306;1;56;1
8;1;386938;08/07/2017;8;386938;437;2;27;1
8;1;386939;08/07/2017;8;386939;319;2;37;1
8;1;386940;02/06/2020;8;386940;7024;2;279;1
8;1;386940;08/07/2017;8;386940;7024;2;279;1
8;1;386941;08/07/2017;8;386941;356;2;29;1
8;1;386942;08/07/2017;8;386942;465;1;20;1
8;1;386943;08/07/2017;8;386943;501;2;16;1
8;1;386944;08/07/2017;8;386944;336;2;42;1
8;1;386945;10/07/2017;8;386945;309;2;75;1
8;1;386946;10/07/2017;8;386946;099;2;98;1
8;1;386947;11/07/2017;8;386947;079;1;119;1
8;1;386948;11/07/2017;8;386948;7415;1;60;1
8;1;386948;23/05/2020;8;386948;7415;1;60;1
8;1;386949;24/07/2017;8;386949;402;2;27;1
8;1;386950;13/07/2017;8;386950;013;2;4302;1
8;1;386951;07/07/2017;8;386951;401;2;25;1
8;1;386952;11/07/2017;8;386952;096;2;182;1
8;1;386953;02/03/2022;8;386953;7586;2;10;1
8;1;386953;10/07/2017;8;386953;7586;2;10;1
8;1;386954;07/06/2021;8;386954;159;2;303;1
8;1;386954;17/07/2017;8;386954;159;2;303;1
8;1;386954;19/06/2020;8;386954;159;2;303;1
8;1;386954;20/05/2024;8;386954;159;2;303;1
8;1;386955;11/07/2017;8;386955;154;1;122;1
8;1;386956;17/07/2017;8;386956;546;1;1;1
8;1;386957;12/07/2017;8;386957;504;2;13;1
8;1;386958;17/07/2017;8;386958;546;1;6;1
8;1;386959;17/07/2017;8;386959;546;2;2;1
8;1;386960;17/07/2017;8;386960;546;2;5;1
8;1;386961;17/07/2017;8;386961;546;2;7;1
8;1;386962;17/07/2017;8;386962;546;2;3;1
8;1;386963;01/11/2017;8;386963;009;2;704;1
8;1;386963;12/07/2017;8;386963;009;2;704;1
8;1;386964;12/07/2017;8;386964;025;2;1128;1
8;1;386965;12/07/2017;8;386965;160;1;119;1
8;1;386966;01/03/2019;8;386966;001;2;5473;1
8;1;386966;01/06/2021;8;386966;001;2;5473;1
8;1;386966;17/07/2017;8;386966;001;2;5473;1
8;1;386966;21/10/2021;8;386966;001;2;5473;1
8;1;386966;22/04/2020;8;386966;001;2;5473;1
8;1;386967;12/07/2017;8;386967;019;1;435;1
8;1;386968;13/07/2017;8;386968;514;2;18;1
8;1;386969;13/07/2017;8;386969;419;1;19;1
8;1;386970;13/07/2017;8;386970;128;2;89;1
8;1;386971;13/07/2017;8;386971;341;2;45;1
8;1;386972;14/07/2017;8;386972;233;1;75;1
8;1;386973;14/07/2017;8;386973;121;2;188;1
8;1;386974;13/07/2017;8;386974;059;2;119;1
8;1;386975;14/07/2017;8;386975;256;2;77;1
8;1;386976;14/07/2017;8;386976;057;2;153;1
8;1;386977;14/07/2017;8;386977;065;2;53;1
8;1;386978;14/07/2017;8;386978;184;1;109;1
8;1;386979;17/07/2017;8;386979;075;2;36;1
8;1;386980;02/06/2020;8;386980;7353;1;33;1
8;1;386980;14/07/2017;8;386980;7353;1;33;1
8;1;386981;20/07/2017;8;386981;013;2;4304;1
8;1;386982;18/07/2017;8;386982;311;2;41;1
8;1;386983;13/07/2017;8;386983;479;2;21;1
8;1;386984;19/07/2017;8;386984;004;2;610;1
8;1;386985;19/07/2017;8;386985;348;1;26;1
8;1;386986;02/10/2021;8;386986;488;2;46;1
8;1;386986;13/07/2017;8;386986;488;2;46;1
8;1;386986;21/07/2020;8;386986;488;2;46;1
8;1;386987;20/07/2017;8;386987;002;2;97;1
8;1;386988;20/07/2017;8;386988;423;2;24;1
8;1;386989;20/07/2017;8;386989;068;2;109;1
8;1;386990;21/07/2017;8;386990;263;2;74;1
8;1;386991;21/07/2017;8;386991;055;1;252;1
8;1;386991;21/11/2024;8;386991;055;1;252;1
8;1;386991;26/11/2021;8;386991;055;1;252;1
8;1;386992;22/07/2017;8;386992;325;1;50;1
8;1;386993;22/07/2017;8;386993;407;2;28;1
8;1;386994;22/07/2017;8;386994;050;2;168;1
8;1;386995;01/08/2019;8;386995;453;2;22;1
8;1;386995;08/01/2019;8;386995;453;2;22;1
8;1;386995;22/07/2017;8;386995;453;2;22;1
8;1;386996;24/07/2017;8;386996;416;2;30;1
8;1;386997;01/10/2020;8;386997;7471;2;28;1
8;1;386997;25/07/2017;8;386997;7471;2;28;1
8;1;386998;26/07/2017;8;386998;024;1;265;1
8;1;386999;25/07/2017;8;386999;315;2;39;1
8;1;387000;25/07/2017;8;387000;450;2;17;1
8;1;387001;26/07/2017;8;387001;151;1;101;1
8;1;387002;24/07/2017;8;387002;094;1;112;1
8;1;387003;01/08/2017;8;387003;013;2;4306;1
8;1;387004;01/08/2017;8;387004;013;2;4307;1
8;1;387005;01/08/2017;8;387005;428;1;39;1
8;1;387005;03/12/2019;8;387005;428;1;39;1
8;1;387005;23/03/2023;8;387005;428;1;39;1
8;1;387006;01/08/2017;8;387006;449;1;29;1
8;1;387007;01/08/2017;8;387007;120;2;128;1
8;1;387008;02/08/2017;8;387008;348;2;27;1
8;1;387009;02/08/2017;8;387009;469;2;25;1
8;1;387010;02/08/2017;8;387010;7093;2;655;1
8;1;387010;20/11/2020;8;387010;7093;2;655;1
8;1;387011;02/08/2017;8;387011;446;2;19;1
8;1;387012;03/08/2017;8;387012;008;2;297;1
8;1;387013;03/08/2017;8;387013;378;1;30;1
8;1;387014;03/08/2017;8;387014;469;2;26;1
8;1;387015;03/08/2017;8;387015;472;2;26;1
8;1;387016;04/08/2017;8;387016;7059;2;132;1
8;1;387016;16/05/2020;8;387016;7059;2;132;1
8;1;387017;01/10/2025;8;387017;016;2;62;1
8;1;387017;04/08/2017;8;387017;016;2;62;1
8;1;387018;07/08/2017;8;387018;013;2;4308;1
8;1;387019;07/08/2017;8;387019;016;1;46;1
8;1;387020;07/08/2017;8;387020;013;1;4309;1
8;1;387021;07/08/2017;8;387021;013;1;4310;1
8;1;387022;07/08/2017;8;387022;001;1;5475;1
8;1;387023;07/08/2017;8;387023;001;1;5476;1
8;1;387024;07/08/2017;8;387024;013;1;4311;1
8;1;387025;07/08/2017;8;387025;013;1;4312;1
8;1;387026;07/08/2017;8;387026;013;2;4313;1
8;1;387027;07/08/2017;8;387027;001;1;5477;1
8;1;387028;07/08/2017;8;387028;001;1;5478;1
8;1;387029;07/08/2017;8;387029;001;1;5479;1
8;1;387030;07/08/2017;8;387030;159;2;250;1
8;1;387031;05/08/2017;8;387031;059;1;120;1
8;1;387032;06/09/2017;8;387032;227;2;113;1
8;1;387032;07/08/2017;8;387032;227;2;113;1
8;1;387033;07/08/2017;8;387033;289;1;53;1
8;1;387034;09/08/2017;8;387034;331;2;27;1
8;1;387035;09/08/2017;8;387035;476;2;15;1
8;1;387036;09/08/2017;8;387036;080;2;43;1
8;1;387037;01/06/2022;8;387037;080;2;60;1
8;1;387037;10/08/2017;8;387037;080;2;60;1
8;1;387038;10/08/2017;8;387038;409;1;34;1
8;1;387039;10/08/2017;8;387039;024;2;266;1
8;1;387040;10/08/2017;8;387040;7037;2;518;1
8;1;387040;23/05/2020;8;387040;7037;2;518;1
8;1;387041;02/01/2020;8;387041;577;2;8;1
8;1;387041;10/08/2017;8;387041;577;2;8;1
8;1;387042;10/08/2017;8;387042;507;2;9;1
8;1;387043;10/08/2017;8;387043;125;2;141;1
8;1;387044;11/08/2017;8;387044;322;2;33;1
8;1;387045;11/08/2017;8;387045;512;2;12;1
8;1;387046;11/08/2017;8;387046;199;1;85;1
8;1;387047;14/08/2017;8;387047;041;1;401;1
8;1;387048;14/08/2017;8;387048;546;2;9;1
8;1;387049;14/08/2017;8;387049;546;2;8;1
8;1;387050;12/08/2017;8;387050;339;2;26;1
8;1;387051;14/08/2017;8;387051;013;1;4314;1
8;1;387052;15/08/2017;8;387052;454;1;19;1
8;1;387053;09/03/2020;8;387053;190;1;68;1
8;1;387053;15/08/2017;8;387053;190;1;68;1
1629;1;387054;16/08/2017;1629;387054;002;2;5;1
1629;1;387055;16/08/2017;1629;387055;002;2;4;1
8;1;387056;28/08/2017;8;387056;282;1;134;1
8;1;387057;16/08/2017;8;387057;363;1;33;1
8;1;387058;16/08/2017;8;387058;444;2;28;1
8;1;387059;16/08/2017;8;387059;199;2;86;1
8;1;387060;17/08/2017;8;387060;431;1;20;1
8;1;387061;17/08/2017;8;387061;7022;2;535;1
8;1;387061;20/11/2020;8;387061;7022;2;535;1
8;1;387062;03/12/2019;8;387062;028;2;66;1
8;1;387062;18/08/2017;8;387062;028;2;66;1
8;1;387063;18/08/2017;8;387063;334;2;47;1
8;1;387064;02/08/2021;8;387064;384;2;48;1
8;1;387064;18/08/2017;8;387064;384;2;48;1
8;1;387065;04/09/2020;8;387065;7461;2;50;1
8;1;387065;18/08/2017;8;387065;7461;2;50;1
8;1;387066;19/08/2017;8;387066;515;1;11;1
8;1;387067;01/03/2023;8;387067;458;2;39;1
8;1;387067;07/05/2020;8;387067;458;2;39;1
8;1;387067;19/08/2017;8;387067;458;2;39;1
8;1;387068;21/08/2017;8;387068;160;2;120;1
8;1;387069;01/09/2019;8;387069;7570;2;16;1
8;1;387069;02/06/2020;8;387069;7570;2;16;1
8;1;387069;21/08/2017;8;387069;7570;2;16;1
8;1;387070;21/08/2017;8;387070;548;2;4;1
8;1;387071;21/08/2017;8;387071;548;2;5;1
8;1;387072;04/02/2021;8;387072;7548;1;2;1
8;1;387072;21/08/2017;8;387072;7548;1;2;1
8;1;387073;21/08/2017;8;387073;548;2;1;1
8;1;387074;19/08/2017;8;387074;481;2;22;1
8;1;387075;21/08/2017;8;387075;239;1;125;1
8;1;387076;21/08/2017;8;387076;239;2;126;1
8;1;387077;21/08/2017;8;387077;239;2;127;1
8;1;387078;21/08/2017;8;387078;239;2;128;1
8;1;387079;21/08/2017;8;387079;239;2;129;1
8;1;387080;21/08/2017;8;387080;239;1;130;1
8;1;387081;22/08/2017;8;387081;335;2;39;1
8;1;387082;23/08/2017;8;387082;380;2;32;1
8;1;387083;23/08/2017;8;387083;402;2;29;1
8;1;387084;23/08/2017;8;387084;402;2;30;1
8;1;387085;23/08/2017;8;387085;154;2;123;1
8;1;387086;24/08/2017;8;387086;154;2;124;1
8;1;387087;16/05/2020;8;387087;7020;2;273;1
8;1;387087;25/08/2017;8;387087;7020;2;273;1
8;1;387088;28/08/2017;8;387088;128;1;91;1
8;1;387089;25/08/2017;8;387089;080;2;44;1
8;1;387090;28/08/2017;8;387090;013;2;4315;1
8;1;387091;01/09/2017;8;387091;403;2;42;1
8;1;387092;01/09/2017;8;387092;184;1;110;1
8;1;387093;01/09/2017;8;387093;025;2;1129;1
8;1;387094;04/09/2017;8;387094;7133;2;104;1
8;1;387094;13/05/2021;8;387094;7133;2;104;1
8;1;387095;01/09/2023;8;387095;001;2;4316;1
8;1;387095;04/09/2017;8;387095;001;2;4316;1
8;1;387096;04/09/2017;8;387096;547;2;2;1
8;1;387097;04/09/2017;8;387097;547;2;1;1
8;1;387098;03/01/2022;8;387098;264;2;119;1
8;1;387098;04/09/2017;8;387098;264;2;119;1
8;1;387098;23/06/2025;8;387098;264;2;119;1
8;1;387099;01/11/2025;8;387099;7548;2;66;1
8;1;387099;01/12/2024;8;387099;7548;2;66;1
8;1;387099;04/09/2017;8;387099;7548;2;66;1
8;1;387099;25/06/2019;8;387099;7548;2;66;1
8;1;387100;04/09/2017;8;387100;121;1;189;1
8;1;387101;04/09/2017;8;387101;151;2;102;1
8;1;387102;01/11/2022;8;387102;379;2;44;1
8;1;387102;05/09/2017;8;387102;379;2;44;1
8;1;387103;06/09/2017;8;387103;421;2;31;1
8;1;387104;06/09/2017;8;387104;187;2;75;1
8;1;387105;08/09/2017;8;387105;173;2;129;1
8;1;387106;11/09/2017;8;387106;552;1;4;1
8;1;387107;11/09/2017;8;387107;552;2;2;1
8;1;387108;11/09/2017;8;387108;552;1;1;1
8;1;387109;11/09/2017;8;387109;552;1;3;1
8;1;387110;11/09/2017;8;387110;013;1;4317;1
8;1;387111;12/09/2017;8;387111;500;2;23;1
8;1;387112;13/09/2017;8;387112;433;2;17;1
8;1;387113;13/09/2017;8;387113;051;2;34;1
8;1;387114;13/09/2017;8;387114;022;2;520;1
8;1;387115;14/09/2017;8;387115;099;2;99;1
8;1;387116;13/09/2017;8;387116;335;2;40;1
8;1;387117;15/09/2017;8;387117;052;2;438;1
8;1;387118;04/09/2018;8;387118;409;2;37;1
8;1;387118;18/09/2017;8;387118;409;2;37;1
8;1;387119;18/09/2017;8;387119;409;1;36;1
8;1;387119;18/12/2017;8;387119;409;1;36;1
8;1;387120;15/09/2017;8;387120;7065;2;65;1
8;1;387120;21/07/2020;8;387120;7065;2;65;1
8;1;387121;15/09/2017;8;387121;177;2;114;1
8;1;387122;15/09/2017;8;387122;025;2;1130;1
8;1;387123;19/09/2017;8;387123;138;1;158;1
8;1;387124;16/09/2017;8;387124;453;2;21;1
8;1;387125;16/09/2017;8;387125;256;2;78;1
8;1;387126;18/09/2017;8;387126;014;1;4075;1
8;1;387127;21/09/2017;8;387127;335;2;41;1
8;1;387128;18/09/2017;8;387128;551;2;1;1
8;1;387129;18/09/2017;8;387129;551;1;2;1
8;1;387130;18/09/2017;8;387130;551;2;3;1
8;1;387131;18/09/2017;8;387131;416;2;31;1
8;1;387132;18/09/2017;8;387132;013;2;4318;1
8;1;387133;12/09/2017;8;387133;7005;2;865;1
8;1;387133;25/06/2020;8;387133;7005;2;865;1
8;1;387134;18/09/2017;8;387134;550;2;1;1
8;1;387135;19/09/2017;8;387135;511;2;14;1
8;1;387136;18/09/2017;8;387136;550;2;2;1
8;1;387137;19/09/2017;8;387137;533;2;11;1
8;1;387138;18/09/2017;8;387138;550;2;3;1
8;1;387139;18/09/2017;8;387139;550;1;4;1
8;1;387140;01/09/2017;8;387140;034;2;617;1
8;1;387141;20/09/2017;8;387141;440;2;27;1
8;1;387142;22/09/2017;8;387142;096;2;183;1
8;1;387143;08/03/2021;8;387143;585;2;8;1
8;1;387143;23/09/2017;8;387143;585;2;8;1
8;1;387144;25/09/2017;8;387144;219;1;99;1
8;1;387145;25/09/2017;8;387145;268;1;150;1
8;1;387146;02/10/2017;8;387146;013;2;4319;1
8;1;387147;02/10/2017;8;387147;013;2;4320;1
8;1;387148;02/10/2017;8;387148;138;2;159;1
8;1;387149;02/10/2017;8;387149;326;2;19;1
8;1;387150;02/10/2017;8;387150;019;1;436;1
8;1;387151;02/10/2017;8;387151;141;2;95;1
8;1;387152;02/10/2017;8;387152;064;2;27;1
8;1;387153;02/10/2017;8;387153;343;2;39;1
8;1;387154;01/06/2023;8;387154;7406;1;42;1
8;1;387154;02/10/2017;8;387154;7406;1;42;1
8;1;387154;03/08/2020;8;387154;7406;1;42;1
8;1;387154;27/01/2022;8;387154;7406;1;42;1
8;1;387155;02/10/2017;8;387155;268;2;151;1
8;1;387156;02/10/2017;8;387156;493;2;23;1
8;1;387157;04/10/2017;8;387157;092;2;155;1
8;1;387158;04/10/2017;8;387158;539;2;10;1
8;1;387159;04/10/2017;8;387159;354;2;45;1
8;1;387160;04/10/2017;8;387160;547;2;8;1
8;1;387161;04/10/2017;8;387161;547;2;6;1
8;1;387162;04/10/2017;8;387162;528;2;8;1
8;1;387163;04/10/2017;8;387163;034;2;618;1
8;1;387164;05/10/2017;8;387164;527;1;19;1
8;1;387165;05/10/2017;8;387165;124;2;160;1
8;1;387166;05/10/2017;8;387166;324;2;37;1
8;1;387167;09/10/2017;8;387167;013;2;4322;1
8;1;387168;09/10/2017;8;387168;001;2;4323;1
8;1;387168;24/10/2022;8;387168;001;2;4323;1
8;1;387169;09/10/2017;8;387169;013;2;4324;1
8;1;387170;09/10/2017;8;387170;013;2;4325;1
8;1;387171;09/10/2017;8;387171;372;2;30;1
8;1;387172;09/10/2017;8;387172;005;1;848;1
8;1;387173;09/10/2017;8;387173;376;2;4;1
8;1;387173;17/01/2019;8;387173;376;2;4;1
8;1;387173;22/11/2017;8;387173;376;2;4;1
8;1;387174;09/10/2017;8;387174;558;2;5;1
8;1;387174;22/11/2017;8;387174;558;2;5;1
8;1;387175;09/10/2017;8;387175;558;2;6;1
8;1;387175;22/11/2017;8;387175;558;2;6;1
8;1;387176;09/10/2017;8;387176;555;2;3;1
8;1;387176;22/11/2017;8;387176;555;2;3;1
8;1;387177;09/10/2017;8;387177;7555;2;19;1
8;1;387177;22/11/2017;8;387177;7555;2;19;1
8;1;387177;23/05/2020;8;387177;7555;2;19;1
8;1;387178;09/10/2017;8;387178;555;2;5;1
8;1;387178;22/11/2017;8;387178;555;2;5;1
8;1;387179;09/10/2017;8;387179;555;2;6;1
8;1;387179;22/11/2017;8;387179;555;2;6;1
8;1;387180;09/10/2017;8;387180;555;2;7;1
8;1;387180;22/11/2017;8;387180;555;2;7;1
8;1;387181;09/10/2017;8;387181;556;2;3;1
8;1;387181;14/11/2017;8;387181;556;2;3;1
8;1;387182;09/10/2017;8;387182;556;2;5;1
8;1;387182;14/11/2017;8;387182;556;2;5;1
8;1;387183;09/10/2017;8;387183;556;2;4;1
8;1;387183;14/11/2017;8;387183;556;2;4;1
8;1;387184;09/10/2017;8;387184;013;2;4326;1
8;1;387185;09/10/2017;8;387185;307;2;61;1
8;1;387186;01/01/2023;8;387186;001;2;5838;1
8;1;387186;10/10/2017;8;387186;001;2;5838;1
8;1;387186;21/08/2020;8;387186;001;2;5838;1
8;1;387187;10/10/2017;8;387187;306;2;57;1
8;1;387188;10/10/2017;8;387188;472;2;27;1
4;1;387189;11/10/2017;4;387189;001;2;398;1
8;1;387190;10/10/2017;8;387190;358;2;25;1
8;1;387191;09/12/2020;8;387191;362;2;32;1
8;1;387191;10/10/2017;8;387191;362;2;32;1
8;1;387192;10/10/2017;8;387192;552;2;6;1
8;1;387193;02/06/2020;8;387193;7024;1;282;1
8;1;387193;11/10/2017;8;387193;7024;1;282;1
8;1;387194;11/10/2017;8;387194;545;2;6;1
8;1;387195;13/10/2017;8;387195;531;2;13;1
8;1;387196;13/10/2017;8;387196;550;2;5;1
8;1;387197;13/10/2017;8;387197;550;2;6;1
8;1;387198;13/10/2017;8;387198;7044;2;1357;1
8;1;387198;19/01/2022;8;387198;7044;2;1357;1
4;1;387199;16/10/2017;4;387199;001;1;399;1
8;1;387200;01/11/2017;8;387200;553;1;2;1
8;1;387200;16/10/2017;8;387200;553;1;2;1
8;1;387201;01/11/2017;8;387201;553;1;3;1
8;1;387201;16/10/2017;8;387201;553;1;3;1
8;1;387202;01/11/2017;8;387202;553;1;4;1
8;1;387202;16/10/2017;8;387202;553;1;4;1
8;1;387203;16/10/2017;8;387203;046;1;206;1
8;1;387204;16/10/2017;8;387204;046;1;207;1
8;1;387205;16/10/2017;8;387205;467;1;23;1
8;1;387206;16/10/2017;8;387206;183;1;277;1
8;1;387207;14/10/2017;8;387207;551;2;4;1
8;1;387208;16/10/2017;8;387208;551;2;5;1
8;1;387209;16/10/2017;8;387209;061;2;511;1
8;1;387210;16/10/2017;8;387210;061;2;512;1
8;1;387211;17/10/2017;8;387211;472;2;28;1
8;1;387212;17/10/2017;8;387212;024;2;269;1
8;1;387213;17/10/2017;8;387213;311;2;42;1
8;1;387214;17/10/2017;8;387214;421;2;32;1
8;1;387215;17/10/2017;8;387215;545;1;7;1
8;1;387216;18/10/2017;8;387216;278;2;47;1
8;1;387217;18/10/2017;8;387217;7050;2;191;1
8;1;387217;21/07/2020;8;387217;7050;2;191;1
8;1;387218;19/10/2017;8;387218;154;2;125;1
8;1;387219;19/10/2017;8;387219;500;2;24;1
8;1;387220;19/10/2017;8;387220;440;2;28;1
8;1;387221;16/10/2017;8;387221;239;1;131;1
8;1;387222;19/10/2017;8;387222;013;2;4328;1
8;1;387223;01/07/2019;8;387223;7024;1;281;1
8;1;387223;02/06/2020;8;387223;7024;1;281;1
8;1;387223;20/10/2017;8;387223;7024;1;281;1
8;1;387224;01/07/2024;8;387224;412;2;41;1
8;1;387224;20/10/2017;8;387224;412;2;41;1
8;1;387224;20/11/2020;8;387224;412;2;41;1
8;1;387224;27/02/2025;8;387224;412;2;41;1
8;1;387225;20/10/2017;8;387225;093;2;628;1
8;1;387226;23/10/2017;8;387226;323;1;48;1
8;1;387227;11/12/2017;8;387227;560;2;2;1
8;1;387227;23/10/2017;8;387227;560;2;2;1
8;1;387228;11/12/2017;8;387228;560;2;3;1
8;1;387228;23/10/2017;8;387228;560;2;3;1
8;1;387229;11/12/2017;8;387229;560;2;4;1
8;1;387229;23/10/2017;8;387229;560;2;4;1
8;1;387230;11/12/2017;8;387230;560;2;5;1
