codigo_empresa;codigo_filial;razao_social;nome_filial;endereco_filial;complemento_endereco;numero_endereco;codigo_bairro;estado;codigo_cidade;codigo_ddi_telefone;codigo_ddd_telefone;numero_telefone;tipo_filial;tipo_inscricao;numero_inscricao;codigo_cei;inscricao_estadual;inscricao_municipal;cnae_fiscal;codigo_nac_atv_economica;inscricao_cno;inscricao_caepf;cnae_fiscal_preponderante;tipo_caepf;tipo_logradouro;codigo_cep_filial;nome_empresarial_completo
008;141;;TOT UNIAO DA VITORIA;VISCONDE DE GUARAPUAVA;;142;CENTRO;PR;71;;;;F;1;92012467014120;;;;47.59-8/99;5232;;;47.59-8/99;;AV;84600195
008;142;;TOT ROSARIO DO SUL;JOAO BRASIL;;1167;CENTRO;RS;50;;;;F;1;92012467014200;;;;47.59-8/99;5232;;;47.59-8/99;;R;97590000
008;143;;PRM IJUI;JOSE BONIFACIO;SL 2;444;CENTRO;RS;10;;;;F;1;92012467014391;;;;47.81-4/00;5232;;;47.81-4/00;;R;98700000
008;145;;PRM URUGUAIANA;DUQUE DE CAXIAS;;1530;CENTRO;RS;99;;;;F;1;92012467014553;;;;47.81-4/00;5232;;;47.81-4/00;;AV;97501584
008;146;;TOT ARARANGUA;SETE DE SETEMBRO;;653;CENTRO;SC;75;;;;F;1;92012467014634;;;;47.81-4/00;5232;;;47.81-4/00;;AV;88900000
008;149;;TUBARAO;RUA CORONEL CABRAL;;338;CENTRO;SC;83;;;;F;1;92012467014987;;;;47.81-4/00;5232;;;47.81-4/00;;R;88701050
008;150;;PONTA GROSSA;RUA MAURICIO DE NASSAU;;7;CENTRO;PR;30;;;;F;1;92012467015010;;;;47.81-4/00;5232;;;47.81-4/00;;R;84070330
008;151;;TOT RIO GRANDE;RUA GENERAL OSORIO;;495;CENTRO;RS;76;;;;F;1;92012467015100;;;;47.59-8/99;5232;;;47.59-8/99;;R;96200400
008;152;;GUARAPUAVA;AV.PREF.MOACIR JULIO SILVESTRE;;2452;CENTRO;PR;77;;;;F;1;92012467015282;;;;47.81-4/00;5232;;;47.81-4/00;;R;85015370
008;153;;TOT PELOTAS;RUA SANTOS DUMONT;;647;CENTRO;RS;61;;;;F;1;92012467015363;;;;47.81-4/00;5232;;;47.81-4/00;;R;96020380
008;154;;PRM VACARIA;RAMIRO BARCELOS;;1142;CENTRO;RS;54;;;;F;1;92012467015444;;;;47.81-4/00;5232;;;47.81-4/00;;R;95200058
008;155;;PRM SAO LUIZ GONZAGA;SENADOR PINHEIRO MACHADO;;2486;CENTRO;RS;79;;;;F;1;92012467015525;;;;47.81-4/00;5232;;;47.81-4/00;;AV;97800000
008;156;;NOVO HAMBURGO;AV.CEL.FREDERICO LINCK;;345;IDEAL;RS;69;;;;F;1;92012467015606;;;;47.81-4/00;5232;;;47.81-4/00;;R;93336001
008;157;;ESTEIO;AV. PRESIDENTE VARGAS;;1845;CENTRO;RS;86;;;;F;1;92012467015797;;;;47.81-4/00;5232;;;47.81-4/00;;R;93260003
008;158;;FRG PASSO FUNDO;MOROM;;1470;CENTRO;RS;1;;;;F;1;92012467015878;;;;47.81-4/00;5232;;;47.81-4/00;;R;99010032
008;159;;PRM PASSO FUNDO;BRASIL;;315;CENTRO;RS;1;;;;F;1;92012467015959;;;;47.81-4/00;5232;;;47.81-4/00;;AV;99010000
008;160;;PRM CURITIBANOS;CORONEL VIDAL RAMOS;;1100;CENTRO;SC;74;;;;F;1;92012467016092;;;;47.81-4/00;5232;;;47.81-4/00;;R;89520000
